gene_id	gene_name	gene_type	mean_expression	median_expression
ENSG00000023191.17	RNH1	protein_coding	6040.4033	4358.5
ENSG00000023228.14	NDUFS1	protein_coding	2874.86	2668.0
ENSG00000023287.13	RB1CC1	protein_coding	6371.2065	5140.0
ENSG00000023318.8	ERP44	protein_coding	3335.9565	2783.0
ENSG00000023330.15	ALAS1	protein_coding	3100.8262	2278.5
ENSG00000023445.16	BIRC3	protein_coding	2022.9113	1346.5
ENSG00000023516.9	AKAP11	protein_coding	2915.3706	2762.0
ENSG00000023572.10	GLRX2	protein_coding	444.09073	395.5
ENSG00000023608.5	SNAPC1	protein_coding	210.7249	169.0
ENSG00000023697.13	DERA	protein_coding	796.2867	640.5
ENSG00000023734.11	STRAP	protein_coding	4801.502	3764.0
ENSG00000023839.12	ABCC2	protein_coding	201.07625	156.0
ENSG00000023892.11	DEF6	protein_coding	3998.6196	3666.0
ENSG00000023902.14	PLEKHO1	protein_coding	4402.495	3507.5
ENSG00000023909.10	GCLM	protein_coding	827.62933	490.5
ENSG00000024048.11	UBR2	protein_coding	4721.327	4413.0
ENSG00000024422.12	EHD2	protein_coding	433.9025	80.0
ENSG00000024526.17	DEPDC1	protein_coding	257.4913	127.5
ENSG00000024862.18	CCDC28A	protein_coding	780.0405	697.0
ENSG00000025039.15	RRAGD	protein_coding	1506.5348	1178.0
ENSG00000025156.13	HSF2	protein_coding	1306.0096	1035.5
ENSG00000025293.17	PHF20	protein_coding	2965.886	2787.0
ENSG00000025423.11	HSD17B6	protein_coding	12.278957	7.0
ENSG00000025434.19	NR1H3	protein_coding	529.82434	302.5
ENSG00000025708.14	TYMP	protein_coding	2653.5193	1362.0
ENSG00000025770.19	NCAPH2	protein_coding	2189.9836	1888.5
ENSG00000025772.8	TOMM34	protein_coding	1069.5145	831.5
ENSG00000025796.14	SEC63	protein_coding	4855.5386	4468.0
ENSG00000025800.14	KPNA6	protein_coding	5269.969	4799.0
ENSG00000026025.16	VIM	protein_coding	43462.664	30233.5
ENSG00000026036.22	RTEL1-TNFRSF6B	protein_coding	231.52412	207.5
ENSG00000026103.22	FAS	protein_coding	814.26447	588.5
ENSG00000026297.16	RNASET2	protein_coding	3222.167	2885.5
ENSG00000026508.20	CD44	protein_coding	33835.93	25561.0
ENSG00000026559.14	KCNG1	protein_coding	12.331081	5.0
ENSG00000026652.15	AGPAT4	protein_coding	1268.3387	957.0
ENSG00000026751.17	SLAMF7	protein_coding	364.1332	164.5
ENSG00000026950.17	BTN3A1	protein_coding	1808.8842	1481.0
ENSG00000027001.10	MIPEP	protein_coding	303.41022	244.0
ENSG00000027075.15	PRKCH	protein_coding	2215.197	1494.5
ENSG00000027644.5	INSRR	protein_coding	19.987452	9.0
ENSG00000027697.15	IFNGR1	protein_coding	4252.671	3279.5
ENSG00000027847.14	B4GALT7	protein_coding	909.28864	847.0
ENSG00000027869.12	SH2D2A	protein_coding	284.4276	155.5
ENSG00000028116.18	VRK2	protein_coding	937.2326	879.5
ENSG00000028137.19	TNFRSF1B	protein_coding	6772.8735	3482.0
ENSG00000028203.18	VEZT	protein_coding	2191.6506	1923.5
ENSG00000028277.21	POU2F2	protein_coding	2508.3533	1509.0
ENSG00000028310.18	BRD9	protein_coding	2370.2876	2154.0
ENSG00000028528.15	SNX1	protein_coding	4319.4526	4308.0
ENSG00000028839.10	TBPL1	protein_coding	487.35135	375.0
ENSG00000029153.14	ARNTL2	protein_coding	440.00674	291.0
ENSG00000029363.17	BCLAF1	protein_coding	15357.345	13377.0
ENSG00000029364.12	SLC39A9	protein_coding	2714.9875	2537.0
ENSG00000029534.21	ANK1	protein_coding	6893.173	963.5
ENSG00000029559.7	IBSP	protein_coding	2.7992277	0.0
ENSG00000029639.11	TFB1M	protein_coding	280.60135	228.0
ENSG00000029725.17	RABEP1	protein_coding	1882.6487	1768.5
ENSG00000029993.15	HMGB3	protein_coding	1098.1274	797.5
ENSG00000030066.13	NUP160	protein_coding	2695.0183	2437.5
ENSG00000030110.13	BAK1	protein_coding	1447.2876	1258.5
ENSG00000030304.14	MUSK	protein_coding	5.734556	2.0
ENSG00000030419.16	IKZF2	protein_coding	1341.611	549.5
ENSG00000030582.18	GRN	protein_coding	24461.9	12542.0
ENSG00000031003.10	FAM13B	protein_coding	3598.1091	3552.0
ENSG00000031081.11	ARHGAP31	protein_coding	712.01447	395.0
ENSG00000031691.7	CENPQ	protein_coding	132.63031	97.5
ENSG00000031698.13	SARS1	protein_coding	2262.0144	1936.5
ENSG00000031823.14	RANBP3	protein_coding	2409.8147	2237.0
ENSG00000032219.19	ARID4A	protein_coding	4269.5205	3811.0
ENSG00000032389.13	EIPR1	protein_coding	765.9836	678.5
ENSG00000032444.17	PNPLA6	protein_coding	3687.4324	3030.0
ENSG00000032742.18	IFT88	protein_coding	442.6834	408.0
ENSG00000033011.13	ALG1	protein_coding	335.90057	287.0
ENSG00000033030.15	ZCCHC8	protein_coding	2839.8013	2454.0
ENSG00000033050.9	ABCF2	protein_coding	320.16217	268.5
ENSG00000033100.16	CHPF2	protein_coding	3631.6323	3239.5
ENSG00000033122.21	LRRC7	protein_coding	178.05019	122.0
ENSG00000033170.17	FUT8	protein_coding	750.6062	611.0
ENSG00000033178.13	UBA6	protein_coding	3644.2935	3379.0
ENSG00000033327.13	GAB2	protein_coding	9616.912	7070.5
ENSG00000033627.17	ATP6V0A1	protein_coding	3306.2017	2685.5
ENSG00000033800.14	PIAS1	protein_coding	4579.576	4264.5
ENSG00000033867.16	SLC4A7	protein_coding	1410.2258	1108.5
ENSG00000034053.14	APBA2	protein_coding	770.3494	267.0
ENSG00000034152.19	MAP2K3	protein_coding	8882.755	6135.5
ENSG00000034239.11	EFCAB1	protein_coding	3.9285715	1.0
ENSG00000034510.6	TMSB10	protein_coding	16088.084	5870.0
ENSG00000034533.12	ASTE1	protein_coding	375.0811	356.5
ENSG00000034677.13	RNF19A	protein_coding	5092.665	4685.5
ENSG00000034693.15	PEX3	protein_coding	310.2278	252.0
ENSG00000034713.8	GABARAPL2	protein_coding	2461.7578	2038.5
ENSG00000034971.17	MYOC	protein_coding	3.8706563	0.0
ENSG00000035115.22	SH3YL1	protein_coding	599.0753	505.0
ENSG00000035141.8	FAM136A	protein_coding	1341.5203	1069.5
ENSG00000035403.18	VCL	protein_coding	7900.662	6678.5
ENSG00000035499.13	DEPDC1B	protein_coding	323.1757	220.0
ENSG00000035664.11	DAPK2	protein_coding	493.139	198.0
ENSG00000035681.9	NSMAF	protein_coding	3249.4614	3040.5
ENSG00000035687.10	ADSS2	protein_coding	1863.9286	1560.5
ENSG00000035720.8	STAP1	protein_coding	438.29922	264.0
ENSG00000035862.12	TIMP2	protein_coding	3626.3271	2836.5
ENSG00000035928.16	RFC1	protein_coding	3198.1785	3000.0
ENSG00000036054.13	TBC1D23	protein_coding	2146.5676	1885.0
ENSG00000036257.13	CUL3	protein_coding	4144.1987	3945.5
ENSG00000036448.10	MYOM2	protein_coding	96.39961	48.5
ENSG00000036473.8	OTC	protein_coding	0.16505791	0.0
ENSG00000036530.9	CYP46A1	protein_coding	93.22394	14.0
ENSG00000036549.13	ZZZ3	protein_coding	2120.4866	2022.5
ENSG00000036565.15	SLC18A1	protein_coding	18.527992	5.0
ENSG00000036672.16	USP2	protein_coding	192.53668	34.0
ENSG00000036828.17	CASR	protein_coding	8.344595	5.0
ENSG00000037042.9	TUBG2	protein_coding	211.45464	136.0
ENSG00000037241.7	RPL26L1	protein_coding	291.5	183.0
ENSG00000037280.16	FLT4	protein_coding	628.74225	50.0
ENSG00000037474.15	NSUN2	protein_coding	2663.3176	2431.0
ENSG00000037637.11	FBXO42	protein_coding	2439.2915	2267.5
ENSG00000037749.12	MFAP3	protein_coding	575.6071	506.0
ENSG00000037757.14	MRI1	protein_coding	624.0425	536.5
ENSG00000037897.17	METTL1	protein_coding	273.3311	208.0
ENSG00000037965.6	HOXC8	protein_coding	2.1158302	0.0
ENSG00000038002.9	AGA	protein_coding	603.0579	489.0
ENSG00000038210.14	PI4K2B	protein_coding	993.57623	892.0
ENSG00000038219.13	BOD1L1	protein_coding	6335.246	6035.5
ENSG00000038274.17	MAT2B	protein_coding	1870.4758	1495.5
ENSG00000038295.8	TLL1	protein_coding	1.0733591	0.0
ENSG00000038358.15	EDC4	protein_coding	3848.8474	3598.0
ENSG00000038382.20	TRIO	protein_coding	6274.2056	5053.5
ENSG00000038427.16	VCAN	protein_coding	22116.977	4371.0
ENSG00000038532.16	CLEC16A	protein_coding	2628.668	2530.0
ENSG00000038945.15	MSR1	protein_coding	339.86295	49.5
ENSG00000039068.19	CDH1	protein_coding	248.28764	47.0
ENSG00000039123.16	MTREX	protein_coding	2736.5493	2693.0
ENSG00000039139.9	DNAH5	protein_coding	4.9169884	2.0
ENSG00000039319.17	ZFYVE16	protein_coding	1464.248	1313.0
ENSG00000039523.20	RIPOR1	protein_coding	2641.9846	2242.0
ENSG00000039537.14	C6	protein_coding	0.34169886	0.0
ENSG00000039560.14	RAI14	protein_coding	67.24807	12.0
ENSG00000039600.11	SOX30	protein_coding	9.689189	5.0
ENSG00000039650.12	PNKP	protein_coding	1658.6371	1524.5
ENSG00000039987.7	BEST2	protein_coding	17.537645	9.0
ENSG00000040199.18	PHLPP2	protein_coding	778.3156	482.5
ENSG00000040275.17	SPDL1	protein_coding	396.26447	309.5
ENSG00000040341.18	STAU2	protein_coding	1146.1786	1000.0
ENSG00000040487.13	SLC66A1	protein_coding	921.5347	745.5
ENSG00000040531.16	CTNS	protein_coding	603.0415	518.5
ENSG00000040608.14	RTN4R	protein_coding	262.62933	94.5
ENSG00000040633.13	PHF23	protein_coding	708.07043	577.0
ENSG00000040731.10	CDH10	protein_coding	5.5974903	0.0
ENSG00000040933.16	INPP4A	protein_coding	2839.1196	2487.0
ENSG00000041353.10	RAB27B	protein_coding	805.9276	353.0
ENSG00000041357.16	PSMA4	protein_coding	3044.0637	2374.5
ENSG00000041515.16	MYO16	protein_coding	78.0222	6.0
ENSG00000041802.11	LSG1	protein_coding	1934.0946	1798.5
ENSG00000041880.14	PARP3	protein_coding	353.86777	230.0
ENSG00000041982.16	TNC	protein_coding	146.71236	43.5
ENSG00000041988.15	THAP3	protein_coding	395.68243	350.5
ENSG00000042062.13	RIPOR3	protein_coding	1835.4681	689.0
ENSG00000042088.14	TDP1	protein_coding	1256.9006	1219.5
ENSG00000042286.15	AIFM2	protein_coding	139.3137	93.5
ENSG00000042304.12	C2orf83	protein_coding	1.5916989	0.0
ENSG00000042317.17	SPATA7	protein_coding	220.99806	181.5
ENSG00000042429.12	MED17	protein_coding	1124.2288	897.0
ENSG00000042445.14	RETSAT	protein_coding	960.8687	868.5
ENSG00000042493.16	CAPG	protein_coding	4674.9497	2709.0
ENSG00000042753.12	AP2S1	protein_coding	1619.027	1040.5
ENSG00000042781.14	USH2A	protein_coding	173.64865	5.0
ENSG00000042813.8	ZPBP	protein_coding	3.0810812	1.0
ENSG00000042832.12	TG	protein_coding	130.35039	83.0
ENSG00000042980.13	ADAM28	protein_coding	2018.8861	1309.5
ENSG00000043039.7	BARX2	protein_coding	2.1544402	1.0
ENSG00000043093.15	DCUN1D1	protein_coding	3114.6729	2495.5
ENSG00000043143.20	JADE2	protein_coding	2802.8464	2389.0
ENSG00000043355.12	ZIC2	protein_coding	21.885136	0.0
ENSG00000043462.13	LCP2	protein_coding	7756.343	6716.0
ENSG00000043514.17	TRIT1	protein_coding	704.97107	649.0
ENSG00000043591.6	ADRB1	protein_coding	200.71236	63.0
ENSG00000044012.4	GUCA2B	protein_coding	0.496139	0.0
ENSG00000044090.10	CUL7	protein_coding	881.98553	771.5
ENSG00000044115.21	CTNNA1	protein_coding	4875.659	4198.5
ENSG00000044446.12	PHKA2	protein_coding	2754.7837	2529.0
ENSG00000044459.15	CNTLN	protein_coding	710.8813	623.0
ENSG00000044524.11	EPHA3	protein_coding	20.512548	1.0
ENSG00000044574.8	HSPA5	protein_coding	51404.562	31679.0
ENSG00000046604.13	DSG2	protein_coding	234.65637	10.0
ENSG00000046647.13	GEMIN8	protein_coding	389.0116	345.5
ENSG00000046651.15	OFD1	protein_coding	2205.7896	1969.5
ENSG00000046653.15	GPM6B	protein_coding	367.06467	174.5
ENSG00000046774.10	MAGEC2	protein_coding	0.5530888	0.0
ENSG00000046889.19	PREX2	protein_coding	155.0444	6.0
ENSG00000047056.16	WDR37	protein_coding	2432.1997	2248.0
ENSG00000047188.16	YTHDC2	protein_coding	1982.7365	1856.0
ENSG00000047230.15	CTPS2	protein_coding	784.4411	656.0
ENSG00000047249.18	ATP6V1H	protein_coding	1807.0588	1708.0
ENSG00000047315.17	POLR2B	protein_coding	4654.7954	4447.5
ENSG00000047346.12	FAM214A	protein_coding	2411.1313	2039.0
ENSG00000047365.12	ARAP2	protein_coding	3351.75	2844.5
ENSG00000047410.14	TPR	protein_coding	7511.828	6902.0
ENSG00000047457.14	CP	protein_coding	100.58784	48.0
ENSG00000047578.13	KATNIP	protein_coding	1377.4247	1275.5
ENSG00000047579.20	DTNBP1	protein_coding	803.9498	747.0
ENSG00000047597.7	XK	protein_coding	1340.6458	304.5
ENSG00000047617.15	ANO2	protein_coding	17.525097	4.0
ENSG00000047621.12	C12orf4	protein_coding	597.84076	536.0
ENSG00000047634.15	SCML1	protein_coding	382.38995	140.0
ENSG00000047644.19	WWC3	protein_coding	1324.8851	1053.0
ENSG00000047648.23	ARHGAP6	protein_coding	147.06564	37.0
ENSG00000047662.5	FAM184B	protein_coding	144.80212	110.0
ENSG00000047849.21	MAP4	protein_coding	5712.3726	4930.0
ENSG00000047932.14	GOPC	protein_coding	907.7847	674.0
ENSG00000047936.11	ROS1	protein_coding	6.035714	0.0
ENSG00000048028.11	USP28	protein_coding	647.7973	540.0
ENSG00000048052.22	HDAC9	protein_coding	1382.9691	810.5
ENSG00000048140.18	TSPAN17	protein_coding	1054.8417	761.5
ENSG00000048162.21	NOP16	protein_coding	309.19208	214.5
ENSG00000048342.17	CC2D2A	protein_coding	323.0473	211.0
ENSG00000048392.12	RRM2B	protein_coding	1121.778	934.0
ENSG00000048405.10	ZNF800	protein_coding	3942.5088	3302.5
ENSG00000048462.11	TNFRSF17	protein_coding	16.159266	9.0
ENSG00000048471.14	SNX29	protein_coding	2748.53	2552.0
ENSG00000048540.15	LMO3	protein_coding	14.747105	5.0
ENSG00000048544.6	MRPS10	protein_coding	1136.5135	1018.0
ENSG00000048545.16	GUCA1A	protein_coding	6.5096526	3.0
ENSG00000048649.13	RSF1	protein_coding	3241.2847	3067.5
ENSG00000048707.15	VPS13D	protein_coding	6255.831	6190.5
ENSG00000048740.18	CELF2	protein_coding	15058.633	14514.0
ENSG00000048828.17	FAM120A	protein_coding	7253.7173	6510.0
ENSG00000048991.16	R3HDM1	protein_coding	2495.7856	2167.0
ENSG00000049089.15	COL9A2	protein_coding	1101.7886	668.0
ENSG00000049130.16	KITLG	protein_coding	45.368725	12.0
ENSG00000049167.15	ERCC8	protein_coding	677.8591	616.0
ENSG00000049192.15	ADAMTS6	protein_coding	217.20753	97.0
ENSG00000049239.13	H6PD	protein_coding	4359.2607	3502.0
ENSG00000049245.13	VAMP3	protein_coding	3692.6245	3071.0
ENSG00000049246.14	PER3	protein_coding	182.56853	93.0
ENSG00000049247.14	UTS2	protein_coding	39.574326	4.0
ENSG00000049249.9	TNFRSF9	protein_coding	156.5637	79.0
ENSG00000049283.18	EPN3	protein_coding	10.640926	5.0
ENSG00000049323.16	LTBP1	protein_coding	1711.7876	404.5
ENSG00000049449.10	RCN1	protein_coding	598.75	472.5
ENSG00000049540.18	ELN	protein_coding	146.56564	30.0
ENSG00000049541.11	RFC2	protein_coding	1058.1979	920.5
ENSG00000049618.24	ARID1B	protein_coding	10420.706	9725.5
ENSG00000049656.14	CLPTM1L	protein_coding	3085.7559	2856.0
ENSG00000049759.19	NEDD4L	protein_coding	557.9363	253.0
ENSG00000049768.16	FOXP3	protein_coding	103.73552	79.0
ENSG00000049769.14	PPP1R3F	protein_coding	114.70367	101.5
ENSG00000049860.14	HEXB	protein_coding	2921.7559	2171.5
ENSG00000049883.15	PTCD2	protein_coding	439.60135	350.0
ENSG00000050030.16	NEXMIF	protein_coding	9.089768	3.0
ENSG00000050130.18	JKAMP	protein_coding	1120.1843	951.5
ENSG00000050165.18	DKK3	protein_coding	57.728764	25.5
ENSG00000050327.15	ARHGEF5	protein_coding	101.15733	47.0
ENSG00000050344.9	NFE2L3	protein_coding	770.9595	588.5
ENSG00000050393.11	MCUR1	protein_coding	988.68243	822.5
ENSG00000050405.13	LIMA1	protein_coding	632.37646	429.5
ENSG00000050426.16	LETMD1	protein_coding	2092.3542	1840.5
ENSG00000050438.17	SLC4A8	protein_coding	347.36197	250.0
ENSG00000050555.19	LAMC3	protein_coding	137.82625	20.0
ENSG00000050628.20	PTGER3	protein_coding	120.10714	13.0
ENSG00000050730.16	TNIP3	protein_coding	15.196911	6.0
ENSG00000050748.18	MAPK9	protein_coding	1538.4508	1515.0
ENSG00000050767.17	COL23A1	protein_coding	984.88226	384.0
ENSG00000050820.17	BCAR1	protein_coding	32.45946	8.0
ENSG00000051009.11	FAM160A2	protein_coding	2834.0588	2468.0
ENSG00000051108.15	HERPUD1	protein_coding	4839.2954	3751.0
ENSG00000051128.19	HOMER3	protein_coding	1067.669	680.5
ENSG00000051180.17	RAD51	protein_coding	430.52896	355.0
ENSG00000051341.14	POLQ	protein_coding	1016.82336	829.5
ENSG00000051382.9	PIK3CB	protein_coding	3125.1997	2844.5
ENSG00000051523.11	CYBA	protein_coding	12308.538	7936.0
ENSG00000051596.10	THOC3	protein_coding	278.88803	201.0
ENSG00000051620.11	HEBP2	protein_coding	2538.698	2170.0
ENSG00000051825.15	MPHOSPH9	protein_coding	3543.2056	3341.5
ENSG00000052126.14	PLEKHA5	protein_coding	1135.2336	776.5
ENSG00000052344.16	PRSS8	protein_coding	36.224903	27.0
ENSG00000052723.12	SIKE1	protein_coding	1685.9333	1508.0
ENSG00000052749.14	RRP12	protein_coding	7139.3975	4987.0
ENSG00000052795.13	FNIP2	protein_coding	1433.5724	1147.5
ENSG00000052802.13	MSMO1	protein_coding	494.861	367.0
ENSG00000052841.15	TTC17	protein_coding	5020.671	4716.0
ENSG00000052850.8	ALX4	protein_coding	40.648647	23.0
ENSG00000053108.17	FSTL4	protein_coding	12.932432	5.0
ENSG00000053254.16	FOXN3	protein_coding	5910.7964	5390.5
ENSG00000053328.8	METTL24	protein_coding	17.051159	11.0
ENSG00000053371.12	AKR7A2	protein_coding	1352.3967	921.5
ENSG00000053372.5	MRTO4	protein_coding	803.97296	618.0
ENSG00000053438.11	NNAT	protein_coding	237.98456	197.5
ENSG00000053501.13	USE1	protein_coding	664.0193	500.5
ENSG00000053524.12	MCF2L2	protein_coding	105.77799	72.0
ENSG00000053702.15	NRIP2	protein_coding	419.2886	380.0
ENSG00000053747.17	LAMA3	protein_coding	106.19112	28.0
ENSG00000053770.12	AP5M1	protein_coding	1425.6554	1342.5
ENSG00000053900.11	ANAPC4	protein_coding	1263.7616	1154.0
ENSG00000053918.18	KCNQ1	protein_coding	823.2568	474.5
ENSG00000054116.12	TRAPPC3	protein_coding	1099.248	981.0
ENSG00000054118.15	THRAP3	protein_coding	7001.3506	6532.0
ENSG00000054148.18	PHPT1	protein_coding	1069.4634	665.5
ENSG00000054179.12	ENTPD2	protein_coding	16.742277	5.0
ENSG00000054219.11	LY75	protein_coding	895.2017	749.5
ENSG00000054267.22	ARID4B	protein_coding	5499.9873	4912.5
ENSG00000054277.14	OPN3	protein_coding	93.3639	64.0
ENSG00000054282.16	SDCCAG8	protein_coding	1401.4961	1107.5
ENSG00000054356.14	PTPRN	protein_coding	31.90637	7.0
ENSG00000054392.13	HHAT	protein_coding	259.88803	187.0
ENSG00000054523.18	KIF1B	protein_coding	3539.502	2801.0
ENSG00000054598.9	FOXC1	protein_coding	1265.6824	58.5
ENSG00000054611.14	TBC1D22A	protein_coding	1519.2018	1427.0
ENSG00000054654.19	SYNE2	protein_coding	3243.1814	1274.5
ENSG00000054690.14	PLEKHH1	protein_coding	93.7944	51.0
ENSG00000054793.14	ATP9A	protein_coding	711.0656	231.5
ENSG00000054796.13	SPO11	protein_coding	0.71138996	0.0
ENSG00000054803.4	CBLN4	protein_coding	0.30019304	0.0
ENSG00000054938.16	CHRDL2	protein_coding	7.176641	4.0
ENSG00000054965.11	FAM168A	protein_coding	2975.6902	2855.5
ENSG00000054967.13	RELT	protein_coding	5708.14	4456.0
ENSG00000054983.17	GALC	protein_coding	1758.1448	1375.5
ENSG00000055044.11	NOP58	protein_coding	2957.029	2632.5
ENSG00000055070.17	SZRD1	protein_coding	4374.326	3941.0
ENSG00000055118.16	KCNH2	protein_coding	1315.1699	264.0
ENSG00000055130.17	CUL1	protein_coding	2003.0579	1757.5
ENSG00000055147.19	FAM114A2	protein_coding	581.81274	475.0
ENSG00000055163.20	CYFIP2	protein_coding	7151.8813	5587.5
ENSG00000055208.19	TAB2	protein_coding	6949.255	6241.0
ENSG00000055211.14	GINM1	protein_coding	1300.6302	1142.5
ENSG00000055332.18	EIF2AK2	protein_coding	6309.107	5216.5
ENSG00000055483.19	USP36	protein_coding	6873.523	5571.0
ENSG00000055609.19	KMT2C	protein_coding	18611.6	17267.5
ENSG00000055732.13	MCOLN3	protein_coding	28.745174	3.0
ENSG00000055813.6	CCDC85A	protein_coding	6.2094593	0.0
ENSG00000055917.16	PUM2	protein_coding	8266.409	8505.5
ENSG00000055950.16	MRPL43	protein_coding	563.86584	397.0
ENSG00000055955.17	ITIH4	protein_coding	31.555984	27.0
ENSG00000055957.11	ITIH1	protein_coding	18.680502	9.0
ENSG00000056050.7	HPF1	protein_coding	287.04053	192.0
ENSG00000056097.16	ZFR	protein_coding	7436.6216	6333.0
ENSG00000056277.16	ZNF280C	protein_coding	472.4749	409.0
ENSG00000056291.17	NPFFR2	protein_coding	0.757722	0.0
ENSG00000056487.16	PHF21B	protein_coding	9.467181	1.0
ENSG00000056558.11	TRAF1	protein_coding	1408.4971	793.5
ENSG00000056586.16	RC3H2	protein_coding	3956.5173	3669.5
ENSG00000056736.10	IL17RB	protein_coding	111.793434	78.0
ENSG00000056972.20	TRAF3IP2	protein_coding	1442.4121	1165.0
ENSG00000056998.20	GYG2	protein_coding	70.83301	18.0
ENSG00000057019.16	DCBLD2	protein_coding	273.57336	152.0
ENSG00000057149.16	SERPINB3	protein_coding	0.17760618	0.0
ENSG00000057252.13	SOAT1	protein_coding	2434.8774	2118.5
ENSG00000057294.15	PKP2	protein_coding	215.33109	21.0
ENSG00000057468.7	MSH4	protein_coding	26.861004	21.0
ENSG00000057593.14	F7	protein_coding	5.5559845	1.0
ENSG00000057608.17	GDI2	protein_coding	10229.374	8374.0
ENSG00000057657.17	PRDM1	protein_coding	956.09845	509.0
ENSG00000057663.16	ATG5	protein_coding	1141.499	1051.5
ENSG00000057704.13	TMCC3	protein_coding	542.54346	212.5
ENSG00000057757.10	PITHD1	protein_coding	2450.663	1978.0
ENSG00000057935.14	MTA3	protein_coding	510.3224	442.0
ENSG00000058056.9	USP13	protein_coding	692.91504	521.0
ENSG00000058063.16	ATP11B	protein_coding	7169.244	6641.0
ENSG00000058085.15	LAMC2	protein_coding	13.856177	1.0
ENSG00000058091.17	CDK14	protein_coding	992.02606	796.5
ENSG00000058262.10	SEC61A1	protein_coding	8203.531	7472.0
ENSG00000058272.19	PPP1R12A	protein_coding	5560.661	5346.5
ENSG00000058335.16	RASGRF1	protein_coding	38.309845	16.5
ENSG00000058404.20	CAMK2B	protein_coding	26.84363	12.0
ENSG00000058453.17	CROCC	protein_coding	763.2268	602.0
ENSG00000058600.16	POLR3E	protein_coding	2502.9055	2250.5
ENSG00000058668.15	ATP2B4	protein_coding	7921.726	6253.0
ENSG00000058673.17	ZC3H11A	protein_coding	111.91892	101.0
ENSG00000058729.11	RIOK2	protein_coding	602.3253	497.0
ENSG00000058799.15	YIPF1	protein_coding	666.3031	577.0
ENSG00000058804.12	NDC1	protein_coding	1095.14	887.5
ENSG00000058866.15	DGKG	protein_coding	1421.2307	953.5
ENSG00000059122.17	FLYWCH1	protein_coding	2039.7201	1864.5
ENSG00000059145.19	UNKL	protein_coding	1391.5057	1155.5
ENSG00000059377.18	TBXAS1	protein_coding	3199.8687	2486.5
ENSG00000059378.13	PARP12	protein_coding	1922.9624	1635.0
ENSG00000059573.9	ALDH18A1	protein_coding	2067.695	1520.0
ENSG00000059588.10	TARBP1	protein_coding	5127.5654	4093.5
