gene_id	gene_name	gene_type	trimmed_mean_expression	median_expression	
ENSG00000022556.16	NLRP2	protein_coding	3.558769	1.2074
ENSG00000022567.10	SLC45A4	protein_coding	10.02279	7.9710503
ENSG00000022840.16	RNF10	protein_coding	188.16544	166.0925
ENSG00000022976.15	ZNF839	protein_coding	8.556395	8.67385
ENSG00000023041.11	ZDHHC6	protein_coding	28.491503	26.43495
ENSG00000023171.18	GRAMD1B	protein_coding	6.459089	4.64705
ENSG00000023191.17	RNH1	protein_coding	62.233932	52.4776
ENSG00000023228.14	NDUFS1	protein_coding	20.264488	18.836102
ENSG00000023287.13	RB1CC1	protein_coding	73.5939	57.590103
ENSG00000023318.8	ERP44	protein_coding	54.681183	51.49105
ENSG00000023330.15	ALAS1	protein_coding	94.74189	77.898605
ENSG00000023445.16	BIRC3	protein_coding	23.285275	16.54535
ENSG00000023516.9	AKAP11	protein_coding	26.265194	23.6784
ENSG00000023572.10	GLRX2	protein_coding	5.861017	5.5522
ENSG00000023608.5	SNAPC1	protein_coding	6.621324	5.6017
ENSG00000023697.13	DERA	protein_coding	22.558228	20.2557
ENSG00000023734.11	STRAP	protein_coding	169.60439	156.78714
ENSG00000023839.12	ABCC2	protein_coding	2.1786022	1.6786499
ENSG00000023892.11	DEF6	protein_coding	129.01387	123.33035
ENSG00000023902.14	PLEKHO1	protein_coding	53.024147	48.63205
ENSG00000023909.10	GCLM	protein_coding	11.777112	8.102
ENSG00000024048.11	UBR2	protein_coding	45.993977	43.84315
ENSG00000024422.12	EHD2	protein_coding	7.6194844	1.8478501
ENSG00000024526.17	DEPDC1	protein_coding	3.2015152	1.83465
ENSG00000024862.18	CCDC28A	protein_coding	51.32229	48.5755
ENSG00000025039.15	RRAGD	protein_coding	23.372694	19.7053
ENSG00000025156.13	HSF2	protein_coding	40.19963	32.7117
ENSG00000025293.17	PHF20	protein_coding	30.668154	29.94525
ENSG00000025423.11	HSD17B6	protein_coding	0.38573793	0.28869998
ENSG00000025434.19	NR1H3	protein_coding	8.73465	5.8339996
ENSG00000025708.14	TYMP	protein_coding	53.80091	34.235847
ENSG00000025770.19	NCAPH2	protein_coding	40.078243	36.81665
ENSG00000025772.8	TOMM34	protein_coding	41.403446	39.3263
ENSG00000025796.14	SEC63	protein_coding	47.59931	45.9271
ENSG00000025800.14	KPNA6	protein_coding	60.583366	57.720947
ENSG00000026025.16	VIM	protein_coding	618.0017	523.71594
ENSG00000026036.22	RTEL1-TNFRSF6B	protein_coding	2.2334967	2.0217
ENSG00000026103.22	FAS	protein_coding	11.269656	9.6526
ENSG00000026297.16	RNASET2	protein_coding	17.531073	16.1912
ENSG00000026508.20	CD44	protein_coding	266.56628	228.64044
ENSG00000026559.14	KCNG1	protein_coding	0.14727095	0.072
ENSG00000026652.15	AGPAT4	protein_coding	7.540104	6.00245
ENSG00000026751.17	SLAMF7	protein_coding	5.6990166	2.87555
ENSG00000026950.17	BTN3A1	protein_coding	27.292269	23.151001
ENSG00000027001.10	MIPEP	protein_coding	7.197611	6.25025
ENSG00000027075.15	PRKCH	protein_coding	21.926472	14.9361
ENSG00000027644.5	INSRR	protein_coding	0.3007869	0.1589
ENSG00000027697.15	IFNGR1	protein_coding	105.433495	89.8302
ENSG00000027847.14	B4GALT7	protein_coding	15.722525	14.5843
ENSG00000027869.12	SH2D2A	protein_coding	9.161827	5.3694
ENSG00000028116.18	VRK2	protein_coding	22.450468	22.2909
ENSG00000028137.19	TNFRSF1B	protein_coding	135.00946	85.77645
ENSG00000028203.18	VEZT	protein_coding	21.90352	19.428902
ENSG00000028277.21	POU2F2	protein_coding	21.293383	14.5946
ENSG00000028310.18	BRD9	protein_coding	21.30391	19.279202
ENSG00000028528.15	SNX1	protein_coding	38.321552	38.652702
ENSG00000028839.10	TBPL1	protein_coding	7.52449	6.5559998
ENSG00000029153.14	ARNTL2	protein_coding	5.1737394	3.6819
ENSG00000029363.17	BCLAF1	protein_coding	137.1125	124.23985
ENSG00000029364.12	SLC39A9	protein_coding	32.54982	30.553
ENSG00000029534.21	ANK1	protein_coding	46.280415	8.5183
ENSG00000029559.7	IBSP	protein_coding	0.100382455	0.0
ENSG00000029639.11	TFB1M	protein_coding	5.810321	4.4561996
ENSG00000029725.17	RABEP1	protein_coding	23.542444	22.534351
ENSG00000029993.15	HMGB3	protein_coding	21.526178	17.8585
ENSG00000030066.13	NUP160	protein_coding	27.111277	24.118752
ENSG00000030110.13	BAK1	protein_coding	52.674732	49.0089
ENSG00000030304.14	MUSK	protein_coding	0.049306795	0.0178
ENSG00000030419.16	IKZF2	protein_coding	8.941935	3.81355
ENSG00000030582.18	GRN	protein_coding	493.18878	317.87738
ENSG00000031003.10	FAM13B	protein_coding	47.385143	45.453102
ENSG00000031081.11	ARHGAP31	protein_coding	6.090776	3.5313
ENSG00000031691.7	CENPQ	protein_coding	5.958918	4.83775
ENSG00000031698.13	SARS1	protein_coding	46.900974	43.1127
ENSG00000031823.14	RANBP3	protein_coding	27.469969	25.736351
ENSG00000032219.19	ARID4A	protein_coding	50.14739	44.164253
ENSG00000032389.13	EIPR1	protein_coding	10.747912	10.016649
ENSG00000032444.17	PNPLA6	protein_coding	40.6718	36.747704
ENSG00000032742.18	IFT88	protein_coding	6.1401124	5.7547503
ENSG00000033011.13	ALG1	protein_coding	5.054493	4.40195
ENSG00000033030.15	ZCCHC8	protein_coding	26.018568	23.2583
ENSG00000033050.9	ABCF2	protein_coding	4.9389715	4.5286503
ENSG00000033100.16	CHPF2	protein_coding	71.87657	68.122696
ENSG00000033122.21	LRRC7	protein_coding	0.46659693	0.35979998
ENSG00000033170.17	FUT8	protein_coding	9.127804	7.1251
ENSG00000033178.13	UBA6	protein_coding	28.547834	25.1441
ENSG00000033327.13	GAB2	protein_coding	113.984665	92.3973
ENSG00000033627.17	ATP6V0A1	protein_coding	25.234396	21.731651
ENSG00000033800.14	PIAS1	protein_coding	36.781357	35.954
ENSG00000033867.16	SLC4A7	protein_coding	13.128193	9.76155
ENSG00000034053.14	APBA2	protein_coding	8.861568	3.45795
ENSG00000034152.19	MAP2K3	protein_coding	183.53873	141.44559
ENSG00000034239.11	EFCAB1	protein_coding	0.042451918	0.0067
ENSG00000034510.6	TMSB10	protein_coding	2097.1008	1187.3002
ENSG00000034533.12	ASTE1	protein_coding	9.439959	8.7516
ENSG00000034677.13	RNF19A	protein_coding	76.19449	68.286896
ENSG00000034693.15	PEX3	protein_coding	9.034904	7.7062
ENSG00000034713.8	GABARAPL2	protein_coding	64.90569	59.2691
ENSG00000034971.17	MYOC	protein_coding	0.086937636	0.0
ENSG00000035115.22	SH3YL1	protein_coding	4.6336193	3.875
ENSG00000035141.8	FAM136A	protein_coding	34.440693	30.68155
ENSG00000035403.18	VCL	protein_coding	65.81529	59.73065
ENSG00000035499.13	DEPDC1B	protein_coding	6.7784896	5.0338
ENSG00000035664.11	DAPK2	protein_coding	2.710727	1.2744501
ENSG00000035681.9	NSMAF	protein_coding	45.84943	44.97105
ENSG00000035687.10	ADSS2	protein_coding	44.8377	40.729248
ENSG00000035720.8	STAP1	protein_coding	17.885685	12.41455
ENSG00000035862.12	TIMP2	protein_coding	50.711586	43.12415
ENSG00000035928.16	RFC1	protein_coding	41.219788	39.166252
ENSG00000036054.13	TBC1D23	protein_coding	36.230938	31.3549
ENSG00000036257.13	CUL3	protein_coding	32.030315	28.709702
ENSG00000036448.10	MYOM2	protein_coding	1.018734	0.59245
ENSG00000036473.8	OTC	protein_coding	0.004112316	0.0
ENSG00000036530.9	CYP46A1	protein_coding	0.5804074	0.1323
ENSG00000036549.13	ZZZ3	protein_coding	20.728817	19.2569
ENSG00000036565.15	SLC18A1	protein_coding	0.31238058	0.10905
ENSG00000036672.16	USP2	protein_coding	2.377911	0.67719996
ENSG00000036828.17	CASR	protein_coding	0.053918425	0.0348
ENSG00000037042.9	TUBG2	protein_coding	5.7725463	4.3456497
ENSG00000037241.7	RPL26L1	protein_coding	17.279598	15.44705
ENSG00000037280.16	FLT4	protein_coding	3.5990813	0.50665
ENSG00000037474.15	NSUN2	protein_coding	41.242325	40.420547
ENSG00000037637.11	FBXO42	protein_coding	23.679815	21.43555
ENSG00000037749.12	MFAP3	protein_coding	6.4815497	5.92075
ENSG00000037757.14	MRI1	protein_coding	14.656352	12.82125
ENSG00000037897.17	METTL1	protein_coding	10.808091	9.7882
ENSG00000037965.6	HOXC8	protein_coding	0.032344136	0.0
ENSG00000038002.9	AGA	protein_coding	18.136822	16.5541
ENSG00000038210.14	PI4K2B	protein_coding	22.991556	21.0618
ENSG00000038219.13	BOD1L1	protein_coding	35.19364	34.193
ENSG00000038274.17	MAT2B	protein_coding	29.122183	23.8956
ENSG00000038295.8	TLL1	protein_coding	0.0069721183	0.0
ENSG00000038358.15	EDC4	protein_coding	52.790108	52.37075
ENSG00000038382.20	TRIO	protein_coding	30.690928	24.90015
ENSG00000038427.16	VCAN	protein_coding	106.52019	23.81225
ENSG00000038532.16	CLEC16A	protein_coding	18.14704	18.22285
ENSG00000038945.15	MSR1	protein_coding	2.4653966	0.55675
ENSG00000039068.19	CDH1	protein_coding	2.7050266	0.7027
ENSG00000039123.16	MTREX	protein_coding	38.375267	37.1839
ENSG00000039139.9	DNAH5	protein_coding	0.015755765	0.008
ENSG00000039319.17	ZFYVE16	protein_coding	8.305228	7.55265
ENSG00000039523.20	RIPOR1	protein_coding	31.820927	29.37445
ENSG00000039537.14	C6	protein_coding	0.003698128	0.0
ENSG00000039560.14	RAI14	protein_coding	0.5791156	0.1495
ENSG00000039600.11	SOX30	protein_coding	0.20485233	0.1179
ENSG00000039650.12	PNKP	protein_coding	29.75512	29.4108
ENSG00000039987.7	BEST2	protein_coding	0.5364924	0.2979
ENSG00000040199.18	PHLPP2	protein_coding	5.0287695	3.4826
ENSG00000040275.17	SPDL1	protein_coding	6.5861225	5.6730003
ENSG00000040341.18	STAU2	protein_coding	10.62955	9.20775
ENSG00000040487.13	SLC66A1	protein_coding	28.709425	24.0528
ENSG00000040531.16	CTNS	protein_coding	9.959642	8.8277
ENSG00000040608.14	RTN4R	protein_coding	5.619607	2.6897502
ENSG00000040633.13	PHF23	protein_coding	20.866333	18.27895
ENSG00000040731.10	CDH10	protein_coding	0.04982276	0.0
ENSG00000040933.16	INPP4A	protein_coding	18.476883	16.4954
ENSG00000041353.10	RAB27B	protein_coding	8.69204	4.3960505
ENSG00000041357.16	PSMA4	protein_coding	34.019928	31.1722
ENSG00000041515.16	MYO16	protein_coding	0.3049344	0.058250003
ENSG00000041802.11	LSG1	protein_coding	34.531998	33.33445
ENSG00000041880.14	PARP3	protein_coding	9.204146	6.70315
ENSG00000041982.16	TNC	protein_coding	1.0530473	0.40055
ENSG00000041988.15	THAP3	protein_coding	7.9393253	7.2107
ENSG00000042062.13	RIPOR3	protein_coding	23.744545	10.6897
ENSG00000042088.14	TDP1	protein_coding	17.383417	16.68445
ENSG00000042286.15	AIFM2	protein_coding	2.1527336	1.5588
ENSG00000042304.12	C2orf83	protein_coding	0.03350581	0.0
ENSG00000042317.17	SPATA7	protein_coding	2.6412914	2.2615
ENSG00000042429.12	MED17	protein_coding	6.200768	4.67215
ENSG00000042445.14	RETSAT	protein_coding	20.256342	19.517601
ENSG00000042493.16	CAPG	protein_coding	137.69507	102.2366
ENSG00000042753.12	AP2S1	protein_coding	70.07721	65.2271
ENSG00000042781.14	USH2A	protein_coding	0.046086505	0.0199
ENSG00000042813.8	ZPBP	protein_coding	0.080476545	0.04215
ENSG00000042832.12	TG	protein_coding	0.96599203	0.6451
ENSG00000042980.13	ADAM28	protein_coding	18.530706	13.35095
ENSG00000043039.7	BARX2	protein_coding	0.041103743	0.0288
ENSG00000043093.15	DCUN1D1	protein_coding	31.82766	25.78615
ENSG00000043143.20	JADE2	protein_coding	24.335283	21.00555
ENSG00000043355.12	ZIC2	protein_coding	0.026666995	0.0
ENSG00000043462.13	LCP2	protein_coding	92.76411	87.29614
ENSG00000043514.17	TRIT1	protein_coding	9.622517	8.535749
ENSG00000043591.6	ADRB1	protein_coding	4.938584	1.83275
ENSG00000044012.4	GUCA2B	protein_coding	0.053915575	0.0
ENSG00000044090.10	CUL7	protein_coding	12.03035	10.92435
ENSG00000044115.21	CTNNA1	protein_coding	45.156227	43.392
ENSG00000044446.12	PHKA2	protein_coding	27.475637	25.91095
ENSG00000044459.15	CNTLN	protein_coding	5.292481	4.8238
ENSG00000044524.11	EPHA3	protein_coding	0.051633008	0.0030999999
ENSG00000044574.8	HSPA5	protein_coding	973.6744	699.80884
ENSG00000046604.13	DSG2	protein_coding	2.4848504	0.15505
ENSG00000046647.13	GEMIN8	protein_coding	13.187867	12.1971
ENSG00000046651.15	OFD1	protein_coding	35.616806	33.3095
ENSG00000046653.15	GPM6B	protein_coding	4.8100076	2.7606
ENSG00000046774.10	MAGEC2	protein_coding	0.0026078816	0.0
ENSG00000046889.19	PREX2	protein_coding	0.50873977	0.0403
ENSG00000047056.16	WDR37	protein_coding	33.185596	31.63015
ENSG00000047188.16	YTHDC2	protein_coding	16.00774	14.7748
ENSG00000047230.15	CTPS2	protein_coding	11.89971	9.6737995
ENSG00000047249.18	ATP6V1H	protein_coding	30.358091	27.353401
ENSG00000047315.17	POLR2B	protein_coding	69.22677	65.79995
ENSG00000047346.12	FAM214A	protein_coding	21.547295	17.396
ENSG00000047365.12	ARAP2	protein_coding	23.804714	18.8947
ENSG00000047410.14	TPR	protein_coding	51.933838	50.64965
ENSG00000047457.14	CP	protein_coding	1.0981472	0.58665
ENSG00000047578.13	KATNIP	protein_coding	11.799151	11.36035
ENSG00000047579.20	DTNBP1	protein_coding	22.236557	22.22625
ENSG00000047597.7	XK	protein_coding	18.502087	5.13
ENSG00000047617.15	ANO2	protein_coding	0.19549616	0.05025
ENSG00000047621.12	C12orf4	protein_coding	10.180752	9.634701
ENSG00000047634.15	SCML1	protein_coding	5.4542837	2.1728
ENSG00000047644.19	WWC3	protein_coding	14.668177	12.9613
ENSG00000047648.23	ARHGAP6	protein_coding	1.0436269	0.3965
ENSG00000047662.5	FAM184B	protein_coding	1.9657019	1.3906
ENSG00000047849.21	MAP4	protein_coding	31.211311	29.70245
ENSG00000047932.14	GOPC	protein_coding	16.38383	12.7211
ENSG00000047936.11	ROS1	protein_coding	0.02269537	0.0
ENSG00000048028.11	USP28	protein_coding	9.508884	8.249149
ENSG00000048052.22	HDAC9	protein_coding	6.5309553	3.933
ENSG00000048140.18	TSPAN17	protein_coding	15.836542	13.1591
ENSG00000048162.21	NOP16	protein_coding	8.349072	6.91425
ENSG00000048342.17	CC2D2A	protein_coding	2.1040635	1.3557501
ENSG00000048392.12	RRM2B	protein_coding	17.257156	15.7659
ENSG00000048405.10	ZNF800	protein_coding	57.41776	50.737602
ENSG00000048462.11	TNFRSF17	protein_coding	1.2874396	0.71765
ENSG00000048471.14	SNX29	protein_coding	20.63953	20.173
ENSG00000048540.15	LMO3	protein_coding	0.12209527	0.0414
ENSG00000048544.6	MRPS10	protein_coding	44.452164	42.79885
ENSG00000048545.16	GUCA1A	protein_coding	0.18161772	0.0896
ENSG00000048649.13	RSF1	protein_coding	18.255455	16.6129
ENSG00000048707.15	VPS13D	protein_coding	27.274954	24.7341
ENSG00000048740.18	CELF2	protein_coding	116.53592	113.55205
ENSG00000048828.17	FAM120A	protein_coding	81.81948	79.1644
ENSG00000048991.16	R3HDM1	protein_coding	25.378101	24.0523
ENSG00000049089.15	COL9A2	protein_coding	20.003267	13.3793
ENSG00000049130.16	KITLG	protein_coding	0.45157117	0.1697
ENSG00000049167.15	ERCC8	protein_coding	4.3569922	3.7737
ENSG00000049192.15	ADAMTS6	protein_coding	2.0882313	0.9759
ENSG00000049239.13	H6PD	protein_coding	39.241085	34.275497
ENSG00000049245.13	VAMP3	protein_coding	106.56983	100.91995
ENSG00000049246.14	PER3	protein_coding	1.767315	1.0392001
ENSG00000049247.14	UTS2	protein_coding	1.1008502	0.18425
ENSG00000049249.9	TNFRSF9	protein_coding	1.8808209	1.1150501
ENSG00000049283.18	EPN3	protein_coding	0.16235153	0.106350005
ENSG00000049323.16	LTBP1	protein_coding	17.176287	5.1264
ENSG00000049449.10	RCN1	protein_coding	10.8403225	9.21125
ENSG00000049540.18	ELN	protein_coding	1.2891177	0.42385
ENSG00000049541.11	RFC2	protein_coding	38.2485	36.8981
ENSG00000049618.24	ARID1B	protein_coding	20.175058	17.64785
ENSG00000049656.14	CLPTM1L	protein_coding	38.73022	37.899002
ENSG00000049759.19	NEDD4L	protein_coding	1.2502073	0.69159997
ENSG00000049768.16	FOXP3	protein_coding	2.9123683	2.29805
ENSG00000049769.14	PPP1R3F	protein_coding	2.2147222	1.99705
ENSG00000049860.14	HEXB	protein_coding	45.441174	38.41915
ENSG00000049883.15	PTCD2	protein_coding	3.1162364	2.4405
ENSG00000050030.16	NEXMIF	protein_coding	0.04953636	0.025850002
ENSG00000050130.18	JKAMP	protein_coding	21.124792	18.869751
ENSG00000050165.18	DKK3	protein_coding	0.42296773	0.1888
ENSG00000050327.15	ARHGEF5	protein_coding	1.3449874	0.73875
ENSG00000050344.9	NFE2L3	protein_coding	16.547146	11.216801
ENSG00000050393.11	MCUR1	protein_coding	12.872286	11.8939495
ENSG00000050405.13	LIMA1	protein_coding	8.088987	6.0301504
ENSG00000050426.16	LETMD1	protein_coding	28.314384	26.4153
ENSG00000050438.17	SLC4A8	protein_coding	1.669725	1.1677
ENSG00000050555.19	LAMC3	protein_coding	0.8749342	0.19245
ENSG00000050628.20	PTGER3	protein_coding	0.6538877	0.12935
ENSG00000050730.16	TNIP3	protein_coding	0.27539545	0.14469999
ENSG00000050748.18	MAPK9	protein_coding	14.758285	14.8629
ENSG00000050767.17	COL23A1	protein_coding	20.158127	9.587601
ENSG00000050820.17	BCAR1	protein_coding	0.19127892	0.0752
ENSG00000051009.11	FAM160A2	protein_coding	48.51073	45.1517
ENSG00000051108.15	HERPUD1	protein_coding	75.33117	64.379
ENSG00000051128.19	HOMER3	protein_coding	23.85286	17.181099
ENSG00000051180.17	RAD51	protein_coding	11.316637	10.36135
ENSG00000051341.14	POLQ	protein_coding	9.403688	7.4647503
ENSG00000051382.9	PIK3CB	protein_coding	34.56922	31.14025
ENSG00000051523.11	CYBA	protein_coding	262.25	246.74304
ENSG00000051596.10	THOC3	protein_coding	6.076586	5.1484
ENSG00000051620.11	HEBP2	protein_coding	19.582602	18.522549
ENSG00000051825.15	MPHOSPH9	protein_coding	30.42264	27.7471
ENSG00000052126.14	PLEKHA5	protein_coding	7.533568	5.40775
ENSG00000052344.16	PRSS8	protein_coding	1.0763818	0.8028
ENSG00000052723.12	SIKE1	protein_coding	24.07862	22.46525
ENSG00000052749.14	RRP12	protein_coding	68.64436	51.78965
ENSG00000052795.13	FNIP2	protein_coding	11.128756	9.42385
ENSG00000052802.13	MSMO1	protein_coding	14.251354	10.80595
ENSG00000052841.15	TTC17	protein_coding	38.843536	36.06515
ENSG00000052850.8	ALX4	protein_coding	0.64729065	0.34170002
ENSG00000053108.17	FSTL4	protein_coding	0.13503733	0.065850005
ENSG00000053254.16	FOXN3	protein_coding	43.958973	43.355103
ENSG00000053328.8	METTL24	protein_coding	0.863666	0.5294
ENSG00000053371.12	AKR7A2	protein_coding	54.76334	45.9055
ENSG00000053372.5	MRTO4	protein_coding	24.627125	21.13845
ENSG00000053438.11	NNAT	protein_coding	15.609366	13.339649
ENSG00000053501.13	USE1	protein_coding	20.307112	19.275799
ENSG00000053524.12	MCF2L2	protein_coding	0.45220828	0.30715
ENSG00000053702.15	NRIP2	protein_coding	13.34395	11.493549
ENSG00000053747.17	LAMA3	protein_coding	0.52915597	0.17899999
ENSG00000053770.12	AP5M1	protein_coding	9.564473	8.977449
ENSG00000053900.11	ANAPC4	protein_coding	14.318015	13.1779
ENSG00000053918.18	KCNQ1	protein_coding	14.156288	9.504601
ENSG00000054116.12	TRAPPC3	protein_coding	25.065285	23.7475
ENSG00000054118.15	THRAP3	protein_coding	125.90271	128.20834
ENSG00000054148.18	PHPT1	protein_coding	44.61479	38.57155
ENSG00000054179.12	ENTPD2	protein_coding	0.41347125	0.15885
ENSG00000054219.11	LY75	protein_coding	8.461255	7.2681
ENSG00000054267.22	ARID4B	protein_coding	43.581497	38.17775
ENSG00000054277.14	OPN3	protein_coding	1.997791	1.3754
ENSG00000054282.16	SDCCAG8	protein_coding	21.505621	17.53255
ENSG00000054356.14	PTPRN	protein_coding	0.22267123	0.077800006
ENSG00000054392.13	HHAT	protein_coding	3.242417	2.30395
ENSG00000054523.18	KIF1B	protein_coding	16.755592	13.75845
ENSG00000054598.9	FOXC1	protein_coding	19.107481	1.3171
ENSG00000054611.14	TBC1D22A	protein_coding	23.719166	23.236599
ENSG00000054654.19	SYNE2	protein_coding	8.611886	3.4746
ENSG00000054690.14	PLEKHH1	protein_coding	0.7470952	0.3997
ENSG00000054793.14	ATP9A	protein_coding	6.8091464	2.5917501
ENSG00000054796.13	SPO11	protein_coding	0.016343351	0.0
ENSG00000054803.4	CBLN4	protein_coding	0.0063302466	0.0
ENSG00000054938.16	CHRDL2	protein_coding	0.16305006	0.0914
ENSG00000054965.11	FAM168A	protein_coding	32.564163	31.5669
ENSG00000054967.13	RELT	protein_coding	77.72848	64.14595
ENSG00000054983.17	GALC	protein_coding	20.677963	17.93515
ENSG00000055044.11	NOP58	protein_coding	76.1887	72.76885
ENSG00000055070.17	SZRD1	protein_coding	74.62611	74.29195
ENSG00000055118.16	KCNH2	protein_coding	15.646296	3.75135
ENSG00000055130.17	CUL1	protein_coding	39.682713	36.53785
ENSG00000055147.19	FAM114A2	protein_coding	7.3358164	6.7237
ENSG00000055163.20	CYFIP2	protein_coding	56.750786	45.6476
ENSG00000055208.19	TAB2	protein_coding	100.16526	93.201355
ENSG00000055211.14	GINM1	protein_coding	47.70628	43.89615
ENSG00000055332.18	EIF2AK2	protein_coding	48.97704	41.7715
ENSG00000055483.19	USP36	protein_coding	63.04278	51.26975
ENSG00000055609.19	KMT2C	protein_coding	84.006584	73.073395
ENSG00000055732.13	MCOLN3	protein_coding	0.12678748	0.03785
ENSG00000055813.6	CCDC85A	protein_coding	0.057837337	0.0
ENSG00000055917.16	PUM2	protein_coding	106.50579	105.3516
ENSG00000055950.16	MRPL43	protein_coding	11.450987	10.07055
ENSG00000055955.17	ITIH4	protein_coding	0.5826676	0.49734998
ENSG00000055957.11	ITIH1	protein_coding	0.32232574	0.17565
ENSG00000056050.7	HPF1	protein_coding	15.23373	12.1008
ENSG00000056097.16	ZFR	protein_coding	89.59508	85.2054
ENSG00000056277.16	ZNF280C	protein_coding	8.660189	7.7251
ENSG00000056291.17	NPFFR2	protein_coding	0.022881279	0.0
ENSG00000056487.16	PHF21B	protein_coding	0.057127293	0.0187
ENSG00000056558.11	TRAF1	protein_coding	25.260847	15.331699
ENSG00000056586.16	RC3H2	protein_coding	30.350422	27.291248
ENSG00000056736.10	IL17RB	protein_coding	2.850299	2.34815
ENSG00000056972.20	TRAF3IP2	protein_coding	14.817987	13.57205
ENSG00000056998.20	GYG2	protein_coding	1.4042343	0.47390002
ENSG00000057019.16	DCBLD2	protein_coding	1.9290104	1.16965
